,english,tamil
3391,secure,பாதுகாக்க
3392,toshiba,தோஷிபா
3393,quiet,அமைதியான
3394,lt,லெப்டினன்ட்
3395,tiny,சிறிய
3396,transferred,இடமாற்றம்
3397,transportation,போக்குவரத்து
3398,detroit,டெட்ராய்ட்
3399,libraries,நூலகங்கள்
3400,grant,வழங்க
3401,automation,ஆட்டோமேஷன்
3402,aide,உதவியாளருக்கு
3403,sequence,வரிசை
3404,patent,காப்புரிமை
3405,pull,இழுக்க
3406,professionals,தொழில்
3407,dismissed,தள்ளுபடி
3408,protection,பாதுகாப்பு
3409,valuable,மதிப்புமிக்க
3410,mis,தவறாக
3411,briefly,சுருக்கமாக
3412,strategies,உத்திகள்
3413,fashion,ஃபேஷன்
3414,corporation,மாநகராட்சி
3415,baby,குழந்தை
3416,specification,விவரக்குறிப்பு
3417,third,மூன்றாவது
3418,captured,கைப்பற்றப்பட்ட
3419,recommendations,பரிந்துரைகளை
3420,sea,கடல்
3421,touch,தொட
3422,computing,கம்ப்யூட்டிங்
3423,hostile,விரோதமாக
3424,surgery,அறுவை சிகிச்சை
3425,negotiate,பேச்சுவார்த்தை
3426,costly,விலையுயர்ந்த
3427,scanner,ஸ்கேனர்
3428,programme,திட்டம்
3429,storm,புயல்
3430,constitutional,அரசியலமைப்பு
3431,repeated,மீண்டும்
3432,tells,சொல்கிறது
3433,resources,வளங்கள்
3434,investigate,விசாரணை
3435,defendants,பிரதிவாதிகள்
3436,vertical,செங்குத்து
3437,culture,கலாச்சாரம்
3438,keeps,வைத்திருப்பார்
3439,pleaded,ஒப்புக்கொண்டார்
3440,second,இரண்டாவது
3441,carter,கார்ட்டர்
3442,acceptable,ஏற்கத்தக்க
3443,dangerous,ஆபத்தான
3444,clock,கடிகாரம்
3445,declining,குறைந்து
3446,pressures,அழுத்தங்கள்
3447,recovered,மீண்டு
3448,logical,தருக்க
3449,macs,மாக்ஸ்
3450,vice,துணை
3451,laserjet,லேசர்ஜெட்
3452,struggle,போராட்டம்
3453,faa,FAA
3454,fellow,சக
3455,responded,பதிலளித்தார்
3456,fail,தோல்வியடையும்
3457,education,கல்வி
3458,preparing,தயார்
3459,alternatives,மாற்று
3460,hearings,விசாரணைகள்
3461,pointed,கூரான
3462,suspected,சந்தேகத்திற்குரிய
3463,activists,ஆர்வலர்கள்
3464,rural,கிராமப்புற
3465,judges,நீதிபதிகள்
3466,col,வண்ணம்
3467,chapter,அத்தியாயம்
3468,feed,ஊட்டம்
3469,arrangement,ஏற்பாடு
3470,carbon,கார்பன்
3471,major,முக்கிய
3472,buyer,வாங்குபவர்
3473,gt,ஜிடி
3474,enhance,அதிகரிக்க
3475,refugees,அகதிகள்
3476,difficulty,சிரமம்
3477,guerrilla,கொரில்லா
3478,jews,யூதர்கள்
3479,beirut,பெய்ரூட்
3480,handles,கைப்பிடிகள்
3481,nato,நேட்டோ
3482,credit,கடன்
3483,anderson,ஆண்டர்சன்
3484,collected,சேகரிக்கப்பட்ட
3485,d,ஈ
3486,avenue,அவென்யூ
3487,gateway,நுழைவாயில்
3488,institutional,நிறுவன
3489,dramatic,வியத்தகு
3490,slide,ஸ்லைடு
3491,long,நீண்ட
3492,essentially,அடிப்படையில்
3493,electronics,மின்னணு
3494,suspect,சந்தேக
3495,wang,மொட்டு
3496,powers,அதிகாரங்களை
3497,cabinet,மந்திரி சபை
3498,de,டி
3499,evaluate,மதிப்பீடு
3500,pollution,மாசு
3501,flying,பறக்கும்
3502,petroleum,பெட்ரோலிய
3503,joe,ஜோ
3504,covering,உள்ளடக்கும்
3505,slowly,மெதுவாக
3506,routines,நடைமுறைகள்
3507,colleagues,சக
3508,recognized,அங்கீகாரம்
3509,ireland,அயர்லாந்து
3510,ave,Ave
3511,flag,கொடியை
3512,based,சார்ந்த
3513,choices,தேர்வுகள்
3514,boat,படகு
3515,embassy,தூதரகத்திற்கு
3516,nodes,முனைகள்
3517,radical,தீவிரவாத
3518,accuracy,துல்லியம்
3519,separately,தனித்தனியாக
3520,road,சாலை
3521,room,அறை
3522,without,இல்லாமல்
3523,support,ஆதரவு
3524,tight,இறுக்கம்
3525,objective,புறநிலை
3526,subsequent,அடுத்தடுத்த
3527,star,நட்சத்திர
3528,carefully,கவனமாக
3529,resolve,தீர்க்க
3530,contribution,பங்களிப்பு
3531,controllers,கட்டுப்பாட்டு
3532,alaska,அலாஸ்கா
3533,composition,கலவை
3534,radio,வானொலி
3535,soil,மண்
3536,borland,போர்லேண்ட்
3537,attract,ஈர்க்க
3538,maintains,பராமரிக்கிறது
3539,expertise,நிபுணத்துவம்
3540,mary,மேரி
3541,ticket,டிக்கெட்
3542,tanks,தொட்டிகள்
3543,brand,பிராண்ட்
3544,airport,விமான நிலைய
3545,investment,முதலீட்டு
3546,realize,உணர
3547,stuff,பொருட்களை
3548,wire,கம்பி
3549,revolution,புரட்சி
3550,sectors,துறைகளில்
3551,noise,சத்தம்
3552,rumors,வதந்திகள்
3553,intervention,தலையீடு
3554,conn,Conn
3555,henry,ஹென்றி
3556,club,சங்கம்
3557,minnesota,மினசோட்டா
3558,scandal,ஊழல்
3559,programmer,புரோகிராமர்
3560,p,ப
3561,explains,விளக்குகிறது
3562,talked,பேசினார்
3563,node,கணு
3564,approaches,அணுகுமுறைகள்
3565,allows,அனுமதிக்கிறது
3566,uncertainty,நிச்சயமற்ற
3567,risen,உயர்ந்துள்ளது
3568,stack,ஸ்டாக்
3569,occurs,ஏற்படுகிறது
3570,weakness,பலவீனம்
3571,founder,நிறுவனர்
3572,stephen,ஸ்டீபன்
3573,pence,பென்ஸ்
3574,pakistan,பாக்கிஸ்தான்
3575,behalf,சார்பில்
3576,chemical,இரசாயன
3577,confident,நம்பிக்கை
3578,stanley,ஸ்டான்லி
3579,silver,வெள்ளி
3580,communist,கம்யூனிச
3581,bulk,மொத்தமாக
3582,agricultural,விவசாய
3583,wright,ரைட்
3584,jordan,ஜோர்டான்
3585,hundred,நூறு
3586,mayor,மேயர்
3587,hussein,ஹுசைன்
3588,seattle,சியாட்டில்
3589,sex,செக்ஸ்
3590,sony,சோனி
3591,ordinary,சாதாரண
3592,project,திட்டம்
3593,pleased,மகிழ்ச்சி
3594,trends,போக்குகள்
3595,fiber,நார்
3596,type,வகை
3597,busy,பிஸியாக
3598,suits,வழக்குகள்
3599,page,பக்கம்
3600,anniversary,ஆண்டு
3601,hoping,நம்பிக்கையுடன்
3602,i,நான்
3603,telecom,தொலை தொடர்பு
3604,symbol,சின்னமாக
3605,regime,ஆட்சி
3606,dutch,டச்சு
3607,burden,சுமை
3608,readers,வாசகர்கள்
3609,contras,கான்ட்ராக்களுக்கு
3610,thrift,செட்டு
3611,grand,பெரும்
3612,abuse,தவறாக
3613,mhz,மெகா ஹெர்ட்ஸ்
3614,barry,பாரி
3615,limitations,வரம்புகள்
3616,meaning,அதாவது
3617,report,அறிக்கை
3618,necessarily,அவசியம்
3619,reorganization,மறு
3620,mexican,மெக்சிகன்
3621,application,விண்ணப்ப
3622,hydrogen,ஹைட்ரஜன்
3623,converted,மாற்றப்பட்ட
3624,exception,விதிவிலக்கு
3625,approve,ஒப்புதல்
3626,gathered,கூடி
3627,walked,நடந்து
3628,specialist,சிறப்பு
3629,acts,செயல்கள்
3630,notice,அறிவிப்பு
3631,space,விண்வெளி
3632,particles,துகள்கள்
3633,labels,லேபிள்கள்
3634,resident,குடியுரிமை
